university_name,rank,qs_uni_link
Jahangirnagar University,801–1000,https://www.timeshighereducation.com/world-university-rankings/jahangirnagar-university
Jaume I University,801–1000,https://www.timeshighereducation.com/world-university-rankings/jaume-i-university
Jawaharlal Nehru Technological University Anantapur (JNTUA),801–1000,https://www.timeshighereducation.com/world-university-rankings/jawaharlal-nehru-technological-university-anantapur-jntua
Jaypee University of Information Technology,801–1000,https://www.timeshighereducation.com/world-university-rankings/jaypee-university-information-technology
Jazan University,801–1000,https://www.timeshighereducation.com/world-university-rankings/jazan-university
Jeonbuk National University,801–1000,https://www.timeshighereducation.com/world-university-rankings/jeonbuk-national-university
Jiangnan University,801–1000,https://www.timeshighereducation.com/world-university-rankings/jiangnan-university
Jordan University of Science and Technology,801–1000,https://www.timeshighereducation.com/world-university-rankings/jordan-university-science-and-technology
JSS Academy of Higher Education and Research,801–1000,https://www.timeshighereducation.com/world-university-rankings/jss-academy-higher-education-and-research
Kafrelsheikh University,801–1000,https://www.timeshighereducation.com/world-university-rankings/kafrelsheikh-university
Kalasalingam Academy of Research and Education,801–1000,https://www.timeshighereducation.com/world-university-rankings/kalasalingam-academy-research-and-education
Kaohsiung Medical University,801–1000,https://www.timeshighereducation.com/world-university-rankings/kaohsiung-medical-university
King Faisal University,801–1000,https://www.timeshighereducation.com/world-university-rankings/king-faisal-university
King Mongkut’s University of Technology Thonburi,801–1000,https://www.timeshighereducation.com/world-university-rankings/king-mongkuts-university-technology-thonburi
Kingston University,801–1000,https://www.timeshighereducation.com/world-university-rankings/kingston-university
K.N. Toosi University of Technology,801–1000,https://www.timeshighereducation.com/world-university-rankings/kn-toosi-university-technology
Kore University of Enna,801–1000,https://www.timeshighereducation.com/world-university-rankings/kore-university-enna
Kumamoto University,801–1000,https://www.timeshighereducation.com/world-university-rankings/kumamoto-university
University of Kurdistan,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-kurdistan
Kyoto Prefectural University of Medicine,801–1000,https://www.timeshighereducation.com/world-university-rankings/kyoto-prefectural-university-medicine
University of Lahore,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-lahore
Lahore University of Management Sciences,801–1000,https://www.timeshighereducation.com/world-university-rankings/lahore-university-management-sciences-lums
Lakehead University,801–1000,https://www.timeshighereducation.com/world-university-rankings/lakehead-university
Lebanese University,801–1000,https://www.timeshighereducation.com/world-university-rankings/lebanese-university
Leeds Beckett University,801–1000,https://www.timeshighereducation.com/world-university-rankings/leeds-beckett-university
Lithuanian University of Health Sciences,801–1000,https://www.timeshighereducation.com/world-university-rankings/lithuanian-university-health-sciences-0
University of Ljubljana,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-ljubljana
University of Lleida,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-lleida
Lovely Professional University,801–1000,https://www.timeshighereducation.com/world-university-rankings/lovely-professional-university
Makerere University,801–1000,https://www.timeshighereducation.com/world-university-rankings/makerere-university
University of Malakand,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-malakand
University of Malta,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-malta
University of Management and Technology,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-management-and-technology
Mansoura University,801–1000,https://www.timeshighereducation.com/world-university-rankings/mansoura-university
Marquette University,801–1000,https://www.timeshighereducation.com/world-university-rankings/marquette-university
Medical University of Lodz,801–1000,https://www.timeshighereducation.com/world-university-rankings/medical-university-lodz-0
University of Medicine and Pharmacy Carol Davila,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-medicine-and-pharmacy-carol-davila
University of Memphis,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-memphis
University of Mohaghegh Ardabili,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-mohaghegh-ardabili
Montana State University,801–1000,https://www.timeshighereducation.com/world-university-rankings/montana-state-university
University of Murcia,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-murcia
Nanjing University of Information Science and Technology,801–1000,https://www.timeshighereducation.com/world-university-rankings/nanjing-university-information-science-and-technology
Nanjing Medical University,801–1000,https://www.timeshighereducation.com/world-university-rankings/nanjing-medical-university
Nanjing Normal University,801–1000,https://www.timeshighereducation.com/world-university-rankings/nanjing-normal-university
National Autonomous University of Mexico,801–1000,https://www.timeshighereducation.com/world-university-rankings/national-autonomous-university-mexico
National Taipei University of Technology,801–1000,https://www.timeshighereducation.com/world-university-rankings/national-taipei-university-technology
"National Institute of Technology, Tiruchirappalli",801–1000,https://www.timeshighereducation.com/world-university-rankings/national-institute-technology-tiruchirappalli
The New School,801–1000,https://www.timeshighereducation.com/world-university-rankings/new-school
New Mexico State University (Main campus),801–1000,https://www.timeshighereducation.com/world-university-rankings/new-mexico-state-university-main-campus
